mag_x,mag_y,mag_z,mag_h,acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,degree
16.3125,-14.0,-35.0,41.074295,-0.07861601,1.728968,10.334485,-0.25871015,0.09262462,0.30555478,-116.53591
15.0625,-11.25,-35.875,40.502556,-0.639951,-0.7504769,13.060619,-0.14159857,-0.07452556,0.39711475,-135.08206
10.9375,-9.3125,-38.125,40.741467,0.62752026,1.0771705,6.7944093,-0.38008034,-0.73141515,0.3683692,-103.42138
12.9375,-9.5625,-37.875,41.15016,0.47796884,0.13458288,12.075405,0.4897394,1.3670117,-0.37049848,-122.37606
14.75,-8.375,-38.3125,41.899292,0.7588566,-1.0736271,11.541594,0.13840461,0.41308454,-0.42373103,-124.36427
15.8125,-9.5625,-38.875,43.04349,-0.58613884,0.562963,6.1681724,0.27361527,0.042586032,-0.17353809,-116.007675
15.0625,-9.625,-38.9375,42.844467,-0.6140649,0.31568986,11.652972,-0.37795106,-0.17353809,0.48335147,-123.34292
15.9375,-10.125,-39.5625,43.837322,-0.36912844,0.15685852,8.723255,0.16821483,0.010646508,0.0606851,-123.41313
16.75,-11.75,-39.8125,44.762264,-0.31070036,1.76762,7.145227,-0.08091346,0.04790929,-0.1863139,-96.42218
14.625,-11.9375,-40.625,44.797157,-0.59359926,1.0650176,13.770979,0.45992917,-0.7559021,-0.35452873,-124.15688
16.6875,-12.375,-40.8125,45.795998,-0.50848055,0.03998317,10.012379,-0.030874874,0.15437438,-0.5131617,-129.91109
21.3125,-13.75,-39.6875,47.099712,-2.2126925,1.4486166,7.4344172,-0.06174975,0.79210025,-0.05003859,-120.74866
19.6875,-14.25,-40.8125,47.50074,-1.2194245,0.7483892,10.976246,-0.29810223,-0.3726278,0.17460273,-126.94871
18.0625,-12.25,-42.4375,47.720623,-1.3432621,0.5619575,8.806784,-0.5312608,0.0021293017,0.14905111,-129.40628
16.8125,-12.3125,-43.0625,47.8397,-0.469819,1.5053495,9.485281,0.014905112,-0.15118042,-0.09368927,-109.864265
15.9375,-12.1875,-42.6875,47.16738,-0.6617478,0.9152171,11.417355,-0.23954643,-0.25232226,-0.41201988,-122.84091
17.125,-10.625,-42.4375,46.97976,-0.98727304,-0.32412702,9.394206,0.0031939526,-0.27574456,-0.26935667,-133.91505
19.3125,-12.125,-41.1875,47.07864,-1.0984886,0.32338962,7.892419,-0.27467993,0.5738468,0.5067738,-127.586006
13.3125,-11.125,-43.5625,46.89008,-0.24872883,-0.04447469,13.316627,-0.37901568,-0.53019613,-0.120305546,-132.04848
14.625,-14.125,-41.375,46.10094,-1.0740963,0.08827901,8.7084875,0.6749886,0.16608553,-0.74632025,-145.38878
14.9375,-14.375,-40.875,45.831596,-0.85135895,1.3033938,10.64261,0.22889993,-0.41095522,-0.23954643,-128.30617
13.375,-13.5,-41.75,45.871593,0.46644795,0.16985425,8.40973,-0.22889993,-0.09262462,0.29064968,-128.96718
13.0,-13.125,-42.1875,46.054867,-0.44402865,0.24274331,7.585971,0.36943385,-0.82723373,-0.16289158,-138.17973
11.4375,-17.4375,-40.4375,45.49807,-0.1090511,0.5291856,10.5296135,0.28426176,-0.22889993,0.7047989,-144.38264
10.5,-15.75,-41.0,45.15875,-0.35252225,-0.109319255,10.443833,-0.61110955,0.402438,0.6473077,-150.61858
12.9375,-14.125,-41.1875,45.423615,0.36467522,1.1552023,8.110789,-0.0021293017,0.1820553,-0.13308136,-119.23788
14.6875,-13.75,-40.75,45.446095,-0.47157153,-0.66381633,10.626166,0.31300735,-0.45247662,-0.82829833,-141.71346
15.25,-11.25,-41.1875,45.33801,-0.48233587,-2.25031,11.389543,-0.51209706,-0.28106782,-0.5546831,-144.80402
15.125,-11.5,-41.5625,45.69964,-0.19598936,-0.517454,9.228326,-0.14266321,0.042586032,-0.045779984,-134.15622
16.125,-7.875,-41.5,45.21373,-0.26422408,0.65529305,10.166412,-0.26935667,0.33962363,0.07452556,-108.948906
15.5625,-8.375,-41.1875,44.818993,-0.4136127,-0.1336635,10.177244,-0.2533869,-0.16289158,0.38859755,-122.73975
13.875,-9.5625,-42.25,45.486477,-0.24780945,-0.5237077,9.399377,0.45779985,-0.13308136,0.36091664,-133.05049
16.3125,-9.4375,-40.75,44.896843,-0.20952138,0.3600209,10.214277,-0.45247662,0.43863615,0.5653296,-117.29607
15.6875,-10.4375,-40.9375,45.06571,-0.4840501,0.5861772,9.979321,0.07771951,-0.15118042,0.41840777,-120.24661
13.6875,-12.3125,-40.6875,44.658905,0.058408942,0.2765303,10.031811,0.36304593,-0.78677696,-0.09368927,-128.78403
15.5625,-10.125,-41.25,45.23571,0.071720704,0.21791066,9.010243,0.10752974,0.13095206,-0.85065603,-119.87403
17.6875,-6.3125,-41.625,45.665478,-0.85786164,0.5837064,9.700118,-0.4418301,0.28213248,-0.26190412,-104.956635
17.9375,-6.875,-41.6875,45.900623,-0.095586106,0.7723504,10.4436035,0.26616272,-0.29064968,0.21718878,-102.119774
17.125,-7.75,-42.5,46.47126,-0.38798517,-0.2195483,12.533942,-0.5749115,-0.053232543,0.649437,-118.28112
17.0,-3.1875,-43.625,46.928677,0.98495543,0.30814335,7.8408666,-0.1841846,-0.3204599,-0.96031505,-94.0547
18.1875,-1.875,-43.3125,47.013546,0.98495543,0.30814335,7.8408666,0.084107414,-0.18737854,-1.3553005,-90.70248
12.3125,0.5,-45.5,47.13913,0.30581617,-0.089236684,10.775287,-0.37369245,0.32258922,-0.9443453,-89.46754
15.375,2.4375,-44.6875,47.321293,0.69683725,-1.439825,8.81026,-0.067073,-0.11498229,-1.0146122,-103.606
16.625,3.5625,-44.375,47.52076,0.47601518,0.18560809,6.5768433,-0.29277897,0.24167573,-0.14479251,-76.437935
16.5,3.9375,-44.625,47.740387,0.022448035,-0.8919455,13.000027,-0.045779984,-0.058555797,-0.21825342,-86.97631
16.5625,3.625,-44.875,47.97106,0.616009,-1.821365,10.608957,-0.01277581,0.16715018,-0.04790929,-101.326355
17.3125,1.9375,-45.0625,48.31258,-0.6360053,0.526801,7.4906816,0.36198127,-0.1905725,0.03832743,-68.94238
19.6875,3.0,-44.3125,48.58184,0.046773124,-0.37501818,13.087578,-0.66008353,0.26509807,0.5025152,-85.0135
21.4375,1.125,-43.5625,48.564632,0.9843425,-1.3338289,10.6687355,0.31833062,-0.018099064,0.02555162,-98.96547
22.875,-0.625,-42.8125,48.54448,-0.70367503,0.879352,6.359536,0.0,0.0031939526,0.6909584,-72.98419
18.375,-4.125,-44.6875,48.493595,0.9330683,-0.028423961,12.450289,0.07984881,0.07452556,1.1806978,-101.03159
16.4375,-3.1875,-45.625,48.60033,-0.12785037,-0.8701199,9.420714,0.22038272,-0.05003859,0.6206914,-115.0428
17.5,-4.625,-45.0,48.50403,0.5387624,1.0867376,6.960931,0.39072686,-0.22783528,-0.20015436,-84.20603
19.625,-4.625,-43.6875,48.115788,-0.033758245,0.50757074,13.126268,0.03939208,-0.30023155,0.15330972,-98.54414
21.6875,-7.75,-41.9375,47.84521,-0.37544912,-0.5348072,9.5064945,0.2640334,0.1362753,0.06600835,-116.86176
17.25,-9.375,-43.0,47.270004,-0.61029154,0.424808,7.7746625,-0.29064968,0.16076228,1.0944611,-116.69742
15.875,-8.8125,-43.0625,46.73387,1.5230188,-0.55431515,12.408773,-0.3289771,-0.23954643,0.7889063,-116.80472
15.4375,-10.375,-42.5625,46.44915,-0.30565336,0.1697872,7.762739,0.071331605,-0.06387905,0.16395622,-124.44112
15.4375,-8.75,-42.8125,46.344246,0.29252356,1.280649,9.455114,0.46205845,-0.30874875,-0.28319713,-100.132385
12.9375,-9.75,-43.1875,46.12593,-0.629857,0.1396107,11.462069,0.06813765,0.4247957,-0.51209706,-131.14409
14.125,-14.875,-40.9375,45.789303,-0.08524316,0.06659711,8.091942,0.26616272,0.5685235,0.33217105,-136.71132
16.5625,-10.75,-40.9375,45.450607,-0.4684112,0.21774787,8.843013,-0.20228367,-0.38859755,0.5131617,-124.06839
15.625,-12.9375,-40.3125,45.128895,-1.410405,-1.0257814,13.803493,-0.11391764,0.17886133,0.15543902,-144.37961
14.6875,-14.5625,-39.875,44.91998,0.10700166,1.0513706,6.5705132,-0.0031939526,-0.06813765,0.045779984,-117.89792
11.125,-17.375,-39.625,44.674343,0.60243857,1.366888,10.683914,-0.72928584,0.32365385,0.17673203,-132.68477
12.8125,-19.1875,-37.75,44.24232,1.3953407,-0.74113953,10.584335,0.35133478,0.08091346,-0.43011895,-140.79079
10.9375,-20.0,-37.4375,43.831444,-0.5476114,0.7618637,6.6658025,0.019163715,-0.067073,0.45779985,-153.25273
4.75,-18.3125,-39.0625,43.402637,-0.47291228,0.02444001,11.033218,-0.5003859,0.23102923,0.66860074,-170.42989
3.75,-18.0625,-38.625,42.804287,1.0586586,-0.3061801,12.386623,0.15330972,-0.16821483,-0.01277581,-159.704
3.5625,-18.625,-37.6875,42.189213,-0.10876379,1.2789251,6.3014913,-0.04045673,-0.09368927,0.16821483,-164.84111
5.125,-17.25,-37.4375,41.53787,0.5256901,0.37542042,12.071833,0.085172065,-0.35878733,0.07665486,-157.2409
8.4375,-19.75,-34.75,40.85115,-0.04139096,-0.045125917,9.609368,0.4460887,-0.57597613,0.018099064,-157.40318
6.5,-18.8125,-34.8125,40.100754,-0.69399285,0.76462185,6.3464637,-0.023422318,0.29171434,0.7974235,-169.52452
3.875,-19.5625,-34.3125,39.68696,0.28584853,0.7389943,10.704514,-0.036198128,0.37901568,0.81339324,-164.40643
3.0625,-17.375,-35.0,39.195274,-1.3256216,-0.8169782,11.530715,-0.29384363,0.5110324,0.04790929,177.23848
6.3125,-19.125,-33.125,38.766983,0.20031807,0.9016851,7.712796,0.119240895,0.1234995,-0.42373103,-154.70267
7.8125,-14.5,-34.75,38.455788,-0.13656527,0.5082986,10.535388,-0.41734314,0.40137336,-0.43650684,-150.10387
13.5625,-10.6875,-34.375,38.46823,-0.4953699,-0.8701295,11.366596,-0.06600835,-0.21186551,-0.76654863,-137.8593
14.4375,-10.5,-34.125,38.51243,0.3368929,1.1924466,10.134206,0.04152138,-0.02555162,-0.6355966,-112.670006
13.6875,-8.5625,-35.1875,38.714653,1.226109,1.0933745,9.586441,0.3076841,-0.30661944,-1.1019136,-104.83897
12.6875,-5.5625,-36.375,38.923702,-0.045365334,0.5949304,9.289618,-0.17140879,-0.06387905,-0.5738468,-104.44507
11.3125,-7.375,-36.9375,39.328644,0.34456393,1.5691597,9.806985,-0.02448697,0.027680922,-0.0649437,-96.86106
10.75,-8.9375,-37.0,39.55302,-0.19360472,1.5622262,10.448124,0.34601152,0.18524924,0.3641106,-108.363
10.4375,-8.75,-37.3125,39.720608,-1.0730141,-0.2878788,10.593844,-0.17247343,0.22357668,0.5717175,-145.8847
12.1875,-8.6875,-36.9375,39.85457,-0.3812335,0.8900588,8.829941,-0.059620447,0.103271134,0.29703757,-114.81545
11.0,-8.8125,-37.625,40.178364,0.1896878,1.6758933,10.476931,0.36943385,-0.44395941,-0.12882276,-103.44606
13.125,-8.9375,-37.0625,40.32088,-0.67213863,1.6905458,10.214929,0.21931808,-0.02555162,-0.20867157,-103.96618
14.9375,-8.875,-36.75,40.650425,-0.57427317,0.83109444,9.108481,0.11178834,-0.09262462,0.104335785,-113.30976
15.75,-9.0,-36.6875,40.927193,-0.3292889,1.7724946,8.642896,-0.021293016,-0.09475392,0.32365385,-95.32331
14.125,-10.9375,-37.25,41.31231,-0.6569211,1.5809968,11.413858,-0.5685235,0.14479251,0.60791564,-115.201836
15.0,-12.375,-36.3125,41.191483,-0.4058842,0.641512,8.124494,-0.08836602,-0.35239944,0.2448697,-125.59479
14.9375,-12.75,-36.0,41.00843,-0.2294986,1.5906023,8.29156,0.36091664,-0.1234995,-0.27893853,-112.12841
14.9375,-11.375,-36.5,41.045944,-0.88098,1.5943182,11.059947,-0.105400436,-0.1277581,-0.18524924,-116.25598
15.3125,-12.0,-35.8125,40.755463,0.2808686,0.35660198,9.964983,0.09155997,-0.30449015,-0.35133478,-123.32647
15.375,-12.125,-35.3125,40.377953,-0.79637855,1.4196945,6.839133,0.13840461,0.39605013,0.5376487,-111.61506
13.3125,-13.875,-35.0,39.934174,-1.6310643,0.9105628,10.8103,-0.9677676,0.37475708,0.93050486,-143.6451
11.375,-14.875,-34.5,39.25438,-0.11000878,-0.07956411,9.478807,0.29277897,-0.45567057,0.43011895,-144.10956
14.5625,-12.3125,-33.5,38.547554,-0.1622311,1.3548691,5.9366145,-0.37475708,-0.08943067,-0.022357667,-108.13165
18.0,-10.125,-31.625,37.771103,0.2727379,-0.2531246,15.758482,0.072396256,0.10007718,-0.5067738,-119.81369
21.875,-11.5625,-27.9375,37.319042,-0.7742178,-1.1050677,10.966679,0.20228367,-0.17886133,-0.48015752,-126.040565
18.625,-10.625,-30.25,37.078884,-0.5943941,0.7365809,7.4440994,0.29810223,0.084107414,0.28213248,-114.8064
16.0,-10.6875,-31.25,36.69857,-0.7017214,-0.95498,10.97368,-0.15543902,-0.0021293017,0.73460907,-133.87314
16.5625,-10.4375,-30.75,36.452988,0.06007531,0.34442028,9.548613,0.13946927,-0.39179152,-0.07771951,-119.10003
14.5625,-13.25,-30.25,36.092815,-0.21711579,1.13308,7.5758386,0.11285299,0.046844635,-0.43118358,-122.05208
18.125,-10.9375,-29.25,36.106884,-0.16278656,0.32420364,12.324652,0.010646508,-0.41414917,-0.41840777,-119.80061
20.0,-13.0625,-27.0,36.050365,-0.8987354,-0.6052159,10.373137,0.12456415,0.13946927,-0.1884432,-129.88097
15.5625,-13.3125,-30.0,36.32374,0.079679035,0.9268146,6.986223,-0.120305546,0.5089031,0.45779985,-120.25186
15.625,-10.3125,-31.4375,36.58968,0.078414895,0.6049286,11.454953,0.042586032,-0.22570598,-0.04152138,-118.627396
14.5625,-9.25,-32.6875,36.96081,-1.6318783,0.83841115,7.8372083,-0.16182692,-0.15330972,0.11285299,-126.19825
13.4375,-6.125,-34.3125,37.35545,-0.93464845,2.0702949,8.547923,0.268292,0.104335785,-0.33430037,-76.16513
12.875,-4.5,-35.375,37.91314,-0.88453305,0.2843737,13.985174,-0.2640334,0.5025152,-0.33536503,-109.532715
16.1875,-8.0,-33.8125,38.331715,-0.31968337,0.45025358,7.6959605,0.40989056,0.76654863,-0.22251202,-112.027245
16.6875,-5.6875,-34.5,38.74365,-0.2003468,0.93477297,9.2615,-0.6345319,-0.24061109,0.9262462,-97.71692
16.5625,-3.8125,-35.375,39.24592,-1.4192827,0.09935937,14.079802,-0.37369245,0.087301366,-0.06174975,-105.36627
15.375,-5.1875,-36.25,39.716034,-0.4201345,0.5570254,9.019177,0.17566739,-0.3726278,-0.27680922,-101.9916
20.5,-4.6875,-33.875,39.87152,-1.0618858,1.8515512,8.470072,-0.1256288,0.011711159,-0.16395622,-79.17259
19.625,-3.9375,-34.5625,39.94009,-1.5530611,-1.9416401,16.819324,0.3854036,0.07984881,-0.17140879,-116.188896
19.75,-4.9375,-34.1875,39.78978,0.728048,0.596003,6.3264675,0.045779984,0.18524924,-0.2949083,-94.765724
19.3125,-4.4375,-34.5,39.785854,-0.09487743,2.198586,8.773772,-0.21080087,-0.03726278,0.20228367,-77.69394
18.875,-3.3125,-34.375,39.3558,-1.2954451,0.09323022,12.334438,0.008517207,-0.085172065,-0.20015436,-101.32576
19.875,-3.1875,-33.625,39.189495,-0.8482848,0.4589589,8.349127,0.12243485,-0.35878733,0.11498229,-94.35241
15.125,-3.125,-35.875,39.05825,0.6629449,2.112002,8.524517,0.1841846,-0.13095206,-0.21080087,-73.58463
14.9375,-1.125,-35.5625,38.588676,-0.05760449,0.13368265,12.460249,0.20654227,-0.014905112,-0.7016049,-92.87803
17.0625,-3.3125,-34.4375,38.57516,-0.18945797,0.40145016,7.11777,0.21825342,0.12882276,-0.19163716,-94.759476
10.75,-0.8125,-36.875,38.418594,-0.36999035,1.5483782,9.186227,-0.17353809,-0.10646509,0.52061427,-59.79096
13.9375,-3.5,-35.5,38.29822,0.7171496,0.028213272,12.922388,0.9869313,0.5025152,-0.26190412,-102.1667
12.5625,-4.8125,-35.9375,38.372913,-1.3659878,0.22513157,6.5661173,0.033004176,-0.3162013,0.5280668,-125.43615
11.5,-4.875,-36.1875,38.282513,-0.6625714,1.6015581,6.8398128,-0.030874874,0.029810224,0.031939525,-65.18428
16.25,-9.25,-33.6875,38.528854,-0.8706945,1.1448785,13.731301,-0.10646509,0.20654227,0.31939524,-114.24959
18.1875,-9.9375,-32.5,38.545933,1.0388825,0.21204965,8.773466,0.16821483,0.011711159,-0.058555797,-112.8284
15.5,-7.0,-34.75,38.68866,0.39573282,0.9538404,6.9640718,-0.31939524,0.026616272,0.34068826,-97.68463
16.1875,-5.6875,-34.875,38.86706,-1.0220942,0.0491769,12.742449,-0.013840461,0.10220648,-0.36623988,-112.573746
19.0,-7.625,-33.0,38.834785,-2.8505077,-0.078481935,8.980152,0.24806364,-0.14585717,-0.17673203,-134.319
14.125,-7.6875,-35.25,38.74501,-0.81715065,1.1043017,6.8544173,0.0010646508,0.652631,0.03726278,-100.33996
16.875,-10.5625,-33.25,38.754284,-1.9662334,1.2794998,14.9559555,0.26616272,-0.40882593,-0.055361845,-121.3508
17.4375,-12.9375,-32.1875,38.826286,-0.22162646,-0.46144885,8.438642,-0.0031939526,-0.08197811,0.19589576,-131.54848
17.375,-12.75,-32.125,38.68422,0.84999907,1.1635534,6.870995,0.48654544,0.13095206,0.30236083,-109.836296
19.4375,-14.1875,-30.0625,38.507862,0.05866752,0.8608592,12.832164,-0.32684782,0.036198128,0.0606851,-121.82658
19.875,-14.8125,-29.625,38.627274,-1.1806575,0.3152206,9.2529,-0.030874874,-0.28639108,0.009581857,-130.6879
19.875,-15.0625,-29.5625,38.676037,-0.6057043,1.9195944,5.595929,0.014905112,-0.22038272,0.10965904,-103.82238
19.8125,-13.375,-30.25,38.555004,-0.21202092,2.7556686,12.246448,-0.31939524,-0.39072686,0.17779669,-108.18354
19.5,-11.625,-30.875,38.32305,1.4291756,-0.062574856,11.355689,-0.071331605,-0.021293016,-0.3289771,-116.91486
19.8125,-5.4375,-32.3125,38.29098,0.045968674,0.7480923,6.4623814,-0.028745573,0.0649437,-0.37795106,-94.85435
17.6875,-10.25,-32.3125,38.23621,-2.2122042,1.6985712,15.575996,-0.15969762,0.20015436,1.0412285,-116.58508
15.5,-13.5,-32.0,38.03288,1.77871,-0.5888012,11.741002,0.31726596,-0.09049532,0.35452873,-126.58923
13.0,-13.5625,-32.9375,37.918602,0.26848578,0.5612296,4.9366426,-0.8985653,0.51635563,0.43118358,-123.688866
14.5625,-12.4375,-32.6875,37.884438,-0.030099902,1.8974622,11.015569,-0.57704073,-0.104335785,-0.036198128,-114.84552
15.875,-11.5,-32.375,37.847145,0.8127453,-1.275602,15.33151,0.27787387,0.4546059,-0.9326341,-128.6887
14.4375,-12.625,-32.375,37.629414,0.36501998,0.5709309,6.692531,0.17140879,0.119240895,-0.49293333,-121.46856
14.875,-11.25,-32.625,37.5795,0.552237,0.8787965,9.17685,-0.40776128,0.034068827,0.14479251,-115.96523
13.9375,-10.6875,-33.25,37.60371,-2.3034902,0.50889236,13.683227,-0.16821483,-0.3374943,0.201219,-138.79765
19.625,-14.25,-28.625,37.517914,-0.38659653,-0.28230512,6.8073187,0.7889063,0.28000316,-0.34175292,-130.71674
21.25,-16.75,-25.5,37.180305,0.43303448,2.722418,7.4351454,0.6387905,-0.09049532,-0.38327432,-108.095146
21.4375,-14.625,-26.1875,36.8679,0.022850262,2.4849994,11.659667,0.48441613,-0.29277897,-0.55361843,-112.39271
20.6875,-17.0625,-24.9375,36.6194,-1.1354358,1.0956059,7.5446463,-0.028745573,0.71651,0.056426495,-127.70801
17.5,-16.5625,-27.625,36.65661,-0.5610477,1.3787059,8.648201,-0.27042133,0.46099383,0.85597926,-127.08348
17.875,-16.0,-27.4375,36.44629,0.0713951,0.809087,13.758539,-0.27042133,0.105400436,0.27467993,-128.56949
14.25,-13.875,-30.75,36.621586,-1.0704188,0.8646707,7.3716702,-0.11711159,0.0606851,0.103271134,-136.02895
12.0,-10.8125,-32.9375,36.684998,0.6012415,2.9485936,6.97384,0.30129617,-0.16395622,-0.93050486,-80.87525
11.4375,-9.6875,-34.0,37.157288,-0.32528582,1.4744452,11.604725,0.30981338,0.07452556,-0.8027467,-116.77306
15.375,-11.1875,-32.1875,37.3843,-0.6400372,-0.36491466,8.00894,0.23422319,0.06813765,-0.31513664,-134.83177
15.5,-11.6875,-32.3125,37.695427,-0.2920543,0.88749224,8.935879,-0.45992917,-0.119240895,0.75696677,-120.16484
17.0,-13.4375,-31.375,38.130787,-0.3414036,0.81902766,11.865903,0.17460273,0.036198128,0.45779985,-124.871994
20.25,-11.375,-30.9375,38.685684,0.7750127,0.018243816,9.29838,0.052167892,0.043650683,-0.61856216,-116.45034
